datetime,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,casual,registered,count
10/10/2011 22:00,4,1,0,1,22.96,26.515,88,6.0032,22,104,126
10/11/2011 22:00,4,0,1,2,22.96,26.515,83,12.998,27,120,147
10/12/2011 4:00,4,0,1,3,22.14,25.76,94,26.0027,1,6,7
10/14/2011 2:00,4,0,1,1,22.96,26.515,94,11.0014,0,6,6
10/14/2011 9:00,4,0,1,2,22.96,26.515,94,15.0013,16,164,180
10/16/2011 12:00,4,0,0,1,23.78,27.275,35,16.9979,167,277,444
10/18/2011 10:00,4,0,1,2,22.96,26.515,68,0,27,75,102
11/1/2011 2:00,4,0,1,2,14.76,17.425,81,11.0014,1,3,4
11/1/2011 3:00,4,0,1,2,14.76,17.425,81,8.9981,1,5,6
11/1/2011 19:00,4,0,1,1,17.22,21.21,58,6.0032,39,274,313
11/1/2011 22:00,4,0,1,1,14.76,18.94,81,0,5,91,96
11/3/2011 16:00,4,0,1,1,21.32,25,48,12.998,33,234,267
11/4/2011 11:00,4,0,1,2,18.04,21.97,67,30.0026,34,128,162
11/4/2011 19:00,4,0,1,1,16.4,20.455,37,23.9994,14,182,196
11/5/2011 21:00,4,0,0,1,13.12,17.425,66,0,19,99,118
11/6/2011 2:00,4,0,0,1,10.66,15.15,81,0,6,23,29
11/6/2011 12:00,4,0,0,1,18.04,21.97,54,0,120,226,346
11/7/2011 19:00,4,0,1,1,18.86,22.725,59,0,20,280,300
11/9/2011 9:00,4,0,1,1,13.94,18.18,93,0,22,197,219
11/9/2011 19:00,4,0,1,1,18.04,21.97,72,7.0015,12,292,304
11/10/2011 5:00,4,0,1,2,14.76,17.425,100,8.9981,1,22,23
11/12/2011 8:00,4,0,0,1,10.66,12.88,70,12.998,14,87,101
11/12/2011 18:00,4,0,0,1,17.22,21.21,58,12.998,53,150,203
11/14/2011 0:00,4,0,1,1,18.86,22.725,59,19.0012,8,22,30
11/14/2011 13:00,4,0,1,1,24.6,31.06,49,26.0027,50,153,203
11/14/2011 16:00,4,0,1,1,25.42,31.06,46,27.9993,51,264,315
11/15/2011 12:00,4,0,1,2,22.14,25.76,68,0,28,148,176
11/16/2011 5:00,4,0,1,3,18.86,22.725,94,7.0015,0,13,13
11/17/2011 1:00,4,0,1,2,17.22,21.21,82,11.0014,0,5,5
11/17/2011 10:00,4,0,1,2,13.94,15.15,61,22.0028,7,74,81
11/17/2011 22:00,4,0,1,1,10.66,12.12,52,16.9979,1,83,84
11/17/2011 23:00,4,0,1,1,10.66,12.88,52,15.0013,0,58,58
11/18/2011 1:00,4,0,1,1,10.66,11.365,44,22.0028,0,10,10
11/18/2011 9:00,4,0,1,1,10.66,12.88,41,12.998,6,207,213
11/18/2011 16:00,4,0,1,1,13.94,16.665,29,8.9981,19,190,209
11/19/2011 9:00,4,0,0,1,11.48,12.88,52,19.9995,12,130,142
12/1/2011 17:00,4,0,1,1,14.76,17.425,46,8.9981,9,409,418
12/2/2011 1:00,4,0,1,1,9.84,14.395,75,0,1,14,15
12/2/2011 6:00,4,0,1,1,9.02,13.635,80,0,3,84,87
12/2/2011 17:00,4,0,1,1,17.22,21.21,38,0,20,391,411
12/4/2011 6:00,4,0,0,1,9.84,14.395,93,0,1,3,4
12/4/2011 7:00,4,0,0,1,10.66,15.15,87,0,3,23,26
12/4/2011 13:00,4,0,0,1,16.4,20.455,66,15.0013,88,269,357
12/5/2011 11:00,4,0,1,2,14.76,18.18,87,6.0032,17,106,123
12/5/2011 22:00,4,0,1,2,18.04,21.97,88,8.9981,12,94,106
12/6/2011 3:00,4,0,1,2,18.86,22.725,87,12.998,0,3,3
12/7/2011 18:00,4,0,1,3,16.4,20.455,94,19.9995,3,48,51
12/7/2011 22:00,4,0,1,3,9.84,9.85,93,30.0026,0,13,13
12/8/2011 21:00,4,0,1,1,11.48,15.15,61,6.0032,4,135,139
12/10/2011 11:00,4,0,0,1,13.12,14.395,53,27.9993,44,192,236
12/10/2011 12:00,4,0,0,1,13.12,14.395,45,27.9993,48,235,283
12/11/2011 8:00,4,0,0,1,6.56,11.365,69,0,4,68,72
12/11/2011 11:00,4,0,0,1,10.66,15.15,35,0,31,166,197
12/11/2011 23:00,4,0,0,1,8.2,12.88,69,0,4,31,35
12/12/2011 9:00,4,0,1,2,7.38,10.605,74,6.0032,12,208,220
12/12/2011 14:00,4,0,1,2,13.12,16.665,53,8.9981,16,95,111
12/12/2011 15:00,4,0,1,2,13.12,16.665,57,7.0015,8,124,132
12/13/2011 11:00,4,0,1,1,13.94,15.91,46,16.9979,9,115,124
12/14/2011 4:00,4,0,1,1,10.66,15.15,75,0,0,4,4
12/15/2011 17:00,4,0,1,2,21.32,25,59,19.0012,14,310,324
12/19/2011 4:00,4,0,1,1,6.56,9.09,86,8.9981,0,4,4
12/19/2011 19:00,4,0,1,2,14.76,17.425,53,11.0014,17,234,251
1/2/2012 6:00,1,1,0,1,10.66,11.365,41,26.0027,0,14,14
1/3/2012 4:00,1,0,1,1,6.56,7.575,55,16.9979,0,5,5
1/5/2012 9:00,1,0,1,2,9.02,13.635,69,0,7,220,227
1/5/2012 19:00,1,0,1,1,13.94,17.425,34,6.0032,10,255,265
1/7/2012 5:00,1,0,0,1,10.66,13.635,75,7.0015,2,7,9
1/7/2012 18:00,1,0,0,1,22.14,25.76,45,8.9981,49,248,297
1/9/2012 2:00,1,0,1,1,9.84,12.12,56,8.9981,2,3,5
1/11/2012 8:00,1,0,1,1,8.2,11.365,82,7.0015,11,488,499
1/12/2012 11:00,1,0,1,2,13.94,17.425,81,7.0015,18,101,119
1/12/2012 13:00,1,0,1,1,17.22,21.21,77,11.0014,13,170,183
1/13/2012 10:00,1,0,1,1,9.84,9.85,44,30.0026,2,101,103
1/14/2012 5:00,1,0,0,1,5.74,7.575,50,8.9981,0,4,4
1/15/2012 10:00,1,0,0,1,5.74,6.06,54,19.0012,11,115,126
1/15/2012 11:00,1,0,0,1,6.56,7.575,47,15.0013,21,144,165
1/16/2012 13:00,1,1,0,2,9.84,9.85,41,27.9993,26,202,228
1/19/2012 19:00,1,0,1,2,10.66,11.365,48,19.9995,5,229,234
2/1/2012 10:00,1,0,1,1,16.4,20.455,62,8.9981,9,124,133
2/1/2012 11:00,1,0,1,1,16.4,20.455,58,11.0014,27,116,143
2/2/2012 9:00,1,0,1,3,15.58,19.695,87,0,15,213,228
2/2/2012 17:00,1,0,1,1,17.22,21.21,54,32.9975,13,437,450
2/3/2012 14:00,1,0,1,1,14.76,17.425,46,15.0013,22,148,170
2/3/2012 19:00,1,0,1,1,13.94,17.425,49,7.0015,11,256,267
2/7/2012 15:00,1,0,1,1,18.04,21.97,38,12.998,13,133,146
2/8/2012 5:00,1,0,1,1,9.84,12.88,70,6.0032,0,20,20
2/11/2012 22:00,1,0,0,2,5.74,5.305,39,26.0027,0,46,46
2/13/2012 3:00,1,0,1,1,4.92,7.575,54,7.0015,0,1,1
2/17/2012 0:00,1,0,1,2,12.3,16.665,87,0,2,32,34
2/19/2012 15:00,1,0,0,2,12.3,14.395,49,12.998,85,168,253
3/2/2012 0:00,1,0,1,1,13.94,16.665,53,11.0014,1,45,46
3/2/2012 3:00,1,0,1,1,13.12,15.91,57,12.998,0,3,3
3/2/2012 15:00,1,0,1,2,17.22,21.21,50,19.9995,5,73,78
3/3/2012 8:00,1,0,0,3,14.76,18.94,93,0,2,46,48
3/4/2012 7:00,1,0,0,2,12.3,13.635,52,19.9995,2,21,23
3/4/2012 22:00,1,0,0,1,10.66,12.12,41,16.9979,9,53,62
3/5/2012 8:00,1,0,1,1,8.2,11.365,59,7.0015,13,415,428
3/5/2012 15:00,1,0,1,2,12.3,14.395,53,12.998,20,110,130
3/6/2012 6:00,1,0,1,1,7.38,10.605,51,7.0015,3,99,102
3/6/2012 21:00,1,0,1,1,13.12,15.91,49,12.998,5,143,148
3/6/2012 23:00,1,0,1,1,11.48,13.635,61,15.0013,3,51,54
3/9/2012 15:00,1,0,1,1,18.86,22.725,24,16.9979,50,188,238
3/11/2012 9:00,1,0,0,1,10.66,12.88,60,15.0013,20,70,90
3/12/2012 9:00,1,0,1,1,15.58,19.695,54,11.0014,21,260,281
3/12/2012 17:00,1,0,1,2,25.42,31.06,38,27.9993,87,557,644
3/12/2012 22:00,1,0,1,2,22.96,26.515,56,15.0013,17,116,133
3/13/2012 6:00,1,0,1,3,18.86,22.725,82,12.998,5,108,113
3/13/2012 22:00,1,0,1,1,22.96,26.515,60,6.0032,24,146,170
3/13/2012 23:00,1,0,1,1,22.96,26.515,56,8.9981,8,79,87
3/15/2012 15:00,1,0,1,1,29.52,32.575,32,15.0013,100,187,287
3/17/2012 22:00,1,0,0,1,22.14,25.76,68,0,58,153,211
3/18/2012 21:00,1,0,0,1,21.32,25,72,6.0032,44,129,173
3/19/2012 3:00,1,0,1,1,18.86,22.725,88,6.0032,0,2,2
3/19/2012 18:00,1,0,1,1,26.24,31.06,57,16.9979,120,681,801
4/1/2012 7:00,2,0,0,2,14.76,17.425,71,8.9981,29,55,84
4/1/2012 21:00,2,0,0,2,20.5,24.24,59,11.0014,33,101,134
4/2/2012 14:00,2,0,1,1,18.86,22.725,31,27.9993,127,141,268
4/2/2012 19:00,2,0,1,1,20.5,24.24,27,16.9979,66,428,494
4/2/2012 21:00,2,0,1,1,18.86,22.725,28,8.9981,24,214,238
4/4/2012 19:00,2,0,1,1,27.06,31.06,39,15.0013,75,419,494
4/5/2012 8:00,2,0,1,1,14.76,17.425,46,15.0013,28,610,638
4/5/2012 18:00,2,0,1,1,20.5,24.24,31,7.0015,80,618,698
4/5/2012 19:00,2,0,1,1,19.68,23.485,31,16.9979,64,423,487
4/6/2012 0:00,2,0,1,1,16.4,20.455,43,0,12,49,61
4/6/2012 9:00,2,0,1,1,13.94,15.15,42,22.0028,58,318,376
4/6/2012 14:00,2,0,1,1,19.68,23.485,29,26.0027,240,250,490
4/8/2012 2:00,2,0,0,1,18.04,21.97,24,15.0013,7,25,32
4/8/2012 12:00,2,0,0,1,22.14,25.76,24,16.9979,198,259,457
4/9/2012 0:00,2,0,1,1,19.68,23.485,39,19.0012,8,29,37
4/10/2012 2:00,2,0,1,1,14.76,17.425,71,8.9981,0,2,2
4/10/2012 12:00,2,0,1,1,22.14,25.76,22,19.0012,75,184,259
4/10/2012 13:00,2,0,1,1,21.32,25,23,11.0014,81,202,283
4/12/2012 13:00,2,0,1,1,19.68,23.485,36,30.0026,55,148,203
4/14/2012 10:00,2,0,0,1,18.86,22.725,51,11.0014,139,267,406
4/16/2012 5:00,2,1,0,1,22.14,25.76,77,15.0013,4,34,38
4/16/2012 21:00,2,1,0,1,27.88,31.82,51,16.9979,39,232,271
4/17/2012 16:00,2,0,1,1,27.88,31.06,22,23.9994,50,320,370
4/17/2012 18:00,2,0,1,1,26.24,30.305,25,19.0012,105,670,775
4/18/2012 8:00,2,0,1,3,20.5,24.24,39,12.998,25,551,576
4/19/2012 12:00,2,0,1,1,22.14,25.76,49,0,51,213,264
5/1/2012 14:00,2,0,1,2,30.34,33.335,48,16.9979,37,167,204
5/3/2012 17:00,2,0,1,1,29.52,33.335,54,8.9981,87,617,704
5/4/2012 14:00,2,0,1,2,27.06,31.06,74,19.0012,83,159,242
5/9/2012 12:00,2,0,1,2,25.42,31.06,57,15.0013,58,222,280
5/9/2012 13:00,2,0,1,2,26.24,31.06,53,16.9979,50,216,266
5/9/2012 17:00,2,0,1,2,26.24,31.06,53,8.9981,76,629,705
5/11/2012 15:00,2,0,1,1,25.42,30.305,25,12.998,140,299,439
5/11/2012 16:00,2,0,1,1,25.42,30.305,25,22.0028,128,397,525
5/12/2012 6:00,2,0,0,1,17.22,21.21,67,6.0032,10,23,33
5/12/2012 11:00,2,0,0,1,25.42,31.06,41,6.0032,157,365,522
5/13/2012 22:00,2,0,0,2,25.42,30.305,61,11.0014,42,89,131
5/17/2012 18:00,2,0,1,1,27.06,31.06,27,11.0014,134,734,868
5/18/2012 16:00,2,0,1,1,27.06,31.06,34,16.9979,151,417,568
6/2/2012 21:00,2,0,0,1,24.6,31.06,40,7.0015,96,220,316
6/3/2012 2:00,2,0,0,1,21.32,25,59,7.0015,22,67,89
